lemma	pos	def
Μωυσῆς	name	(Koine, biblical) a male given name from Hebrew, equivalent to English Moses
Μόλος	name	a male given name
Μόμμιος	name	Mummius
Μόναλος	noun	river Monalus, Sicily, Italy
Μόρσιμος	name	Morsimus
Μόρυλλος	name	Moryllus, Macedonia, Greece
Μόρυς	name	(Greek mythology) Morys, a Mysian, the son of Hippotium, slain by Meriones
Μόσυλλον	name	Mosyllon; Bosaso, Somalia
Μόψιον	name	Mopsium, Thessaly, Greece
Μόψος	name	(Greek mythology) Mopsus, a legendary seer and rival of Calchas
Μύκοι	noun	Myci, a Persian tribe mentioned by Herodotus
Μύκονος	name	Mykonos, Cyclades, Greece
Μύλασα	name	Mylasa, Caria; Milas, Muğla, Turkey
Μύνδος	name	Myndus, Caria, Turkey
Μύρα	name	Myra, Lycia, Turkey
Μύραι	name	Myrae, Magnesia, Greece
Μύρινα	name	Myrina, Lemnos, Greece
Μύρκινος	name	Myrcinus
Μύρλεια	name	Myrlea, Bithynia, Turkey
Μύρρα	name	Myrrha, the mother of Adonis | Myrrha, the original Aeolic Greek name for the city of Smyrna
Μύρσινος	name	Myrsinus, Elis, Greece
Μύρων	name	a male given name, equivalent to English Myron
Μώμεμφις	name	Momemphis; Menouf, Egypt
Μᾶρκος	name	Marcus, Mark
Μῆδος	noun	an inhabitant of Media; a Mede or Median
Μῆλος	name	Malos or Melos or Milos, an island in the Cyclades, Greece
Μῆνιγξ	noun	Meninx; Djerba, Tunisia
Μῆτις	noun	(Greek mythology) Metis (Oceanid) | skill | counsel | plan
Νάβις	noun	a male given name, equivalent to English Nabis, held by a ruler of Sparta
Νάγιδος	name	Nagidus, Cilicia, Turkey
Νάξος	name	Naxos
Νάπαρις	name	River Naparis; Ialomița (river), Romania
Νάρβων	name	Narbo, Gallia Narbonensis; Narbonne, Aude, Languedoc-Roussillon, France
Νάρκισσος	name	(Greek mythology) Narcissus
Νάρνεια	name	Narnia; Narni, Italy
Νάσοι	name	Nasi, Arcadia, Greece
Νέαιρα	name	(Greek mythology) Neæra, a daughter of Oceanus
Νέαρχος	name	a male given name, equivalent to English Nearchus
Νέδη	name	Neda, a river of Elis
Νέητον	name	Netum; Noto, Italy
Νέμεσις	name	Nemesis, goddess of retribution.
Νέουτ	name	(Egyptian mythology) Nut (an Egyptian goddess)
Νέπως	name	Nepos
Νέρβιος	noun	one of the Nervii
Νέρων	name	Nero
Νέσσος	name	(Greek mythology) Nessus
Νέστος	name	the river Mesta; the river Nestos
Νέστωρ	name	Nestor
Νέφθυς	name	(Egyptian mythology) Nephthys (an Egyptian goddess)
Νήλεια	name	Nelia, Magnesia, Greece
Νήρικος	name	Nericus, Acarnania, Greece
Νίκαια	name	any one of a number of cities named Nicaea: Nicaea (ancient Greek and later Roman city in the province of Transalpine Gaul, in modern southeastern France; modern Nice) | any one of a number of cities named Nicaea: Nicaea (ancient Greek city in northwestern Anatolia, in modern Turkey; modern Iznik)
Νίκανδρος	name	a male given name, Nicander
Νίκαρχος	name	a male given name, equivalent to English Nicarchus
Νίκη	name	(Greek mythology) Nike
Νίνος	name	m Ninus, the founder of Nineveh in Greek mythology | f Nineveh; Mosul, Iraq
Νίσαια	name	Nisaea
Νίσιβις	name	Nisibis; Nusaybin, Mardin, Turkey
Νίσυρος	name	Nisyros, Dodecanese, Greece
Νίτωκρις	name	Nitocris
Ναασσών	name	Nahshon, an Israelite mentioned in the genealogy of Jesus.
Ναβαταῖος	adj	Relating to the Nabataean people, their kings, art, architecture, religion, language, or script.
Ναβαταῖος	name	(demonym) Nabataean, one of the Nabataeans, ancient inhabitants of Nabataea, a region of Arabia that covers parts of northern Arabia and the Southern Levant, lying between Arabia and Syria, and stretching from the Euphrates river to the Red Sea. During the Hellenistic Period, the Nabataeans were involved in a nexus of trade routes reaching as far as Italy to the west and India to the east, which centered at their city of Petra in what is now Western Jordan near the Negev Desert from before 310 BCE until the Roman conquest in 106 CE. | (historical) Any of a group of people who once lived around modern Jordan.
Ναζαρέτ	name	Nazareth, the hometown of Jesus
Ναζαρηνός	noun	an inhabitant of Nazareth; a Nazarene
Ναζιανζός	name	Nazianzus (a town in the ancient region of Cappadocia, near the modern village of Bekarlar in Gülağaç District, Aksaray Province, Turkey).
Ναζωραῖος	noun	Nazarene
Ναηαπάνα	name	a male given name, Nahapana, from Proto-Saka, an Indo-Scythian satrap
Ναθαναήλ	name	Nathanael (apostle) | a male given name from Hebrew
Ναρθάκιον	name	Narthacium, Phthiotis, Greece
Νασαμῶνες	name	Nasamones, a people of Libya
Νασικᾶ	name	genitive/vocative singular of Νᾱσῑκᾶς (Nāsīkâs)
Νασικᾶς	name	Nasica
Ναυπλία	name	Nauplia; Nafplio, Argolis, Greece
Ναυσίθοος	name	(Greek mythology) Nausithous, the king of the Phaeacians
Ναυσικάα	name	(Greek mythology) Nausicaa
Ναυσιφάνης	name	a male given name, equivalent to English Nausiphanes
Ναχμανίδης	name	The Ancient Greek form of the surname of the medieval Sephardic Jewish philosopher Nachmanides
Ναϊάς	name	a naiad
Ναύβολος	name	(Greek mythology) Naubolus, the name of various mythological characters
Ναύκρατις	name	Naucratis
Ναύπακτος	name	Naupactus
Ναύπλιος	name	Nauplius
Νεάνδρεια	name	Neandria, Troad, Turkey
Νεάπολις	name	Any one of various Greek and Hellenistic cities named Neapolis | Naples, Italy | Nablus, Palestine | Nabeul, Tunisia
Νεαπολίτης	noun	an inhabitant of Neapolis (or Naples or Nablus); a Neapolitan
Νειλώτης	adj	in or on the Nile
Νεκτάναβις	name	a male given name, Nectanabis, from Egyptian, the name of two Egyptian pharaohs
Νεκύσιος	name	the eleventh month in Crete
Νεκῶς	name	Necho
Νεμέα	name	Nemea
Νεμογαρδα	name	Novgorod
Νεοκλῆς	name	a male given name, Neocles
Νεοπτόλεμος	name	a male given name, Neoptolemus
Νεστορίδης	name	a male patronymic meaning “son of Νέστωρ (Néstōr) [=Nestor]”
Νευροί	noun	Neuri, a Scythian tribe settled along the course of the river Hypanis
Νεφελίς	name	Nephelis, Cilicia, Turkey
Νεφελοκοκκυγία	name	cloud-cuckoo-land
Νεφθαλείμ	name	Naphtali
Νεόφρων	name	a male given name, Neophron
Νεῖλος	name	Nile (a large river in Africa, usually considered to be the longest river in the world; its basin covers Burundi, Rwanda, Tanzania, Kenya, Uganda, the Democratic Republic of the Congo, Ethiopia, Eritrea, South Sudan, Sudan, and Egypt, flowing north through Khartoum and Cairo into the Mediterranean Sea)
Νηλεύς	name	(Greek mythology) Neleus
Νηληϊάδης	name	a male patronymic meaning “son of Νηλεύς (Nēleús) [=Neleus]”
Νημερτής	name	one of the Nereids
Νηρεύς	name	Nereus
Νηρηΐς	name	a daughter of Nereus; a Nereid
Νηρῇς	name	a daughter of Nereus, a Nereid
Νικήρατος	name	a male given name, Niceratus
Νικήτας	name	a male given name
Νικίας	name	a male given name, Nicias
Νικαεύς	noun	(Koine, Byzantine, demonym) Nicaean (person from Nicaea)
Νικοκλῆς	name	a male given name, Nicocles
Νικολαΐδης	name	a son of Nicholas
Νικολαΐς	name	a daughter of Nicholas
Νικομήδεια	name	Nicomedia
Νικομήδης	name	a male given name, equivalent to English Nicomedes
Νικόδημος	name	a male given name, equivalent to English Nicodemus | Nicodemus, a Pharisee who showed favour to Jesus.
Νικόλαος	name	a male given name, equivalent to English Nicholas | One of the seven chosen in Acts 6 and of St. Nicholas.
Νικόλοχος	name	a male given name
Νικόμαχος	name	a male given name, Nicomachus
Νικόπολις	name	(historical) Nicopolis (a city in the Roman Empire), the modern Preveza.
Νικόστρατος	name	a male given name, equivalent to English Nicostratus
Νικώνιον	name	Niconium, Scythia, Ukraine
Νιρεύς	name	(Greek mythology) Nireus, the legendary king of Syme
Νιφάτης	name	Niphates, a mountain chain of Armenia | Niphates, a Persian general
Νιψαῖοι	noun	Nipsaei, an ancient Thracian tribe mentioned by Herodotus
Νιόβη	name	Niobe
Νοέμβριος	adj	(Koine) of November
Νομάς	noun	a Numidian | an inhabitant of Numidia
Νομήτωρ	name	Numitor
Νομαδική	name	Numidia
Νομαντία	name	Numantia
Νομαντῖνος	noun	an inhabitant of Numantia; a Numantine
Νουκερία	name	Nuceria; Nocera, Italy
Νουμέριος	name	Numerius
Νούδιον	name	Nudium, Elis, Greece
Νοῦσσα	name	Nursia; Norcia, Umbria, Italy
Νυμφαία	name	(Greek mythology) a name given to Ariadne
Νυμφόδωρος	name	a male given name, Nymphodorus
Νυσεύς	name	an epithet of Dionysus, Nysan
Νωλανός	noun	an inhabitant of Nola
Νωρβανός	name	Norbanus
Νόης	name	Noes, a river of Thrace mentioned by Herodotus
Νότιον	name	Notium, Aeolis, Turkey
Νότος	name	Notus, the god of the south wind
Νύξ	name	Nyx
Νώνακρις	name	Nonacris, Arcadia, Greece
Νῖσα	name	Nisa, Boeotia, Greece
Νῖσος	name	Nisos, Nisus
Νῦσα	name	(Greek mythology) Nysa (mountainous land where the Hyades raised the infant god Dionysus)
Νῶε	name	Noah
Νῶλα	name	Nola (a city in Campania, in southern Italy)
Ξάνθιππος	name	a male given name, equivalent to English Xanthippus
Ξάνθος	name	(masculine) Xanthus (a river in Lycia, Turkey) | (feminine) Xanthus (a city in Lycia, Turkey)
Ξέρξης	name	a male given name, Xerxes, from Old Persian, the name of two kings of Persia.
Ξίσουθρος	name	Utnapishtim
Ξανδικός	name	Xandicus, the name of a Macedonian month corresponding to April
Ξανθίας	name	a male given name, Xanthias, commonly given to slaves in the plays of Aristophanes
Ξανθίππη	name	a female given name, Xanthippe
Ξενίας	name	a male given name, Xenias
Ξενοκλείδης	name	a male given name, equivalent to English Xenocleides
Ξενοκλῆς	name	a male given name, Xenocles
Ξενοκράτης	name	a male given name, Xenocrates | in particular, the 4th century BCE philosopher Xenocrates
Ξενοφάνης	name	a male given name, Xenophanes
Ξενοφωντικός	adj	Xenophonian, Xenophontean
Ξενοφώντειος	adj	of or by Xenophon, Xenophonian/Xenophontean
Ξενοφῶν	name	a male given name, Xenophon, notably borne by Xenophon of Athens
Ξοῦθος	name	Xuthus
Ξυλίνη	name	Xyline, Cappadocia, Turkey
Ξυπέτη	name	Xypete, Attica, Greece
Ξόϊς	name	Xois, a city in the delta of the Nile
ΟΥΝΕ	name	nomen sacrum form of οὐρανέ (ourané)
ΟΥΝΟΙ	name	nomen sacrum form of οὐρανοί (ouranoí)
ΟΥΝΟΙΣ	name	nomen sacrum form of οὐρανοῖς (ouranoîs)
ΟΥΝΟΝ	name	nomen sacrum form of οὐρανόν (ouranón)
ΟΥΝΟΣ	name	nomen sacrum form of οὐρανός (ouranós)
ΟΥΝΟΥ	name	nomen sacrum form of οὐρανοῦ (ouranoû)
ΟΥΝΟΥΣ	name	nomen sacrum form of οὐρανούς (ouranoús)
ΟΥΝΩ	name	nomen sacrum form of οὐρανῷ (ouranōî)
ΟΥΝΩΝ	name	nomen sacrum form of οὐρανῶν (ouranôn)
Οἰβάρης	name	a male given name, Oebares, from Old Persian, a Persian officer of Cyrus the Great
Οἰδίπους	name	(Greek mythology) Oedipus
Οἰκλείδης	name	a son of Oecles
Οἰκλῆς	name	a male given name, Oecles
Οἰλεύς	name	a male given name, Oileus
Οἰνεύς	name	a male given name, Oeneus
Οἰνιάδαι	name	Oeniadae; Oiniades, Aetolia-Acarnania, Greece
Οἰνιάδης	name	Oeniades
Οἰνωτρία	name	Oenotria
Οἰνόανδα	name	Oenoanda, Lycia, Turkey
Οἰνόη	name	any one of a number of cities named Oenoe
Οἰνόμαος	name	Oenomaus
Οἰνόφυτα	name	Oenophyta
Οἰνώνη	name	Oenone, a woman in Greek mythology | Oenone, the older name for the island of Aegina
Οἰσύμη	name	Oesyma, Thrace, Greece
Οἰχαλία	name	Oechalia
Οἴαγρος	name	(Greek mythology) Oeagrus (a king of Thrace, father of Orpheus)
Οἴαξ	name	a male given name, Oeax
Οἴνωτρος	name	Oenotrus
Οἴτη	name	Mount Oeta
Οἴτυλος	name	Oetylus; Oitylo, Greece
Οὐάλης	name	Valens
Οὐάνδαλος	noun	a Vandal
Οὐάρρων	name	Varro
Οὐάσκωνες	name	Vascons
Οὐίνδιξ	name	Vindex
Οὐαλέριος	name	Valerius; a member of the Roman Valeria gens
Οὐαλεντινιανός	name	Valentinian, a name borne by an Emperor
Οὐαλερία	name	Valeria; a female member of the Roman Valeria gens
Οὐατίνιος	name	Vatinius
Οὐενέδαι	noun	Venedi, a tribe of Sarmatia
Οὐεργίλιος	name	Vergilius; Virgilius; Virgil
Οὐεργιλία	name	Vergilia; Virgilia
Οὐεσπασίανος	name	Vespasian
Οὐηΐοι	name	Veii (a city in Etruria)
Οὐθμάν	name	(Byzantine) Uthman
Οὐισίγοτθος	noun	a Visigoth
Οὐιτέλλιος	name	Vitellius
Οὐκαλέγων	name	(Greek mythology) Ucalegon, one of the friends of Priam.
Οὐλίξης	name	(Attic, Doric) Odysseus, Ulysses
Οὐολουμνία	name	Volumnia
Οὐολοῦσκος	noun	one of the Volsci; a Volscian
Οὐρανία	name	Urania
Οὐρανίωνες	name	(Greek mythology) the gods | (specifically) the Titans
Οὐρανός	name	(Greek mythology) Uranus, a primordial god in Greek mythology
Οὐρβανός	name	a male given name, Urban or Urbane
Οὐριήλ	name	Uriel.
Οὐϊκετία	name	Vicenza (Italy)
Οὔαρος	name	Varus
Οὔλυμπόνδε	adv	(Epic) to/towards Olympus
Οὔριος	name	rare epithet of Zeus
Οὔτιοι	noun	Utii, an ancient Persian tribe mentioned by Herodotus
Οὗννος	noun	Hun
ΠΕΡ	name	nomen sacrum form of πάτερ (páter)
